id_orig,id_dest,date,pigs moved,type_orig,type_dest
29,17,9/13/15,37,nursery,finisher
29,17,9/13/15,63,nursery,finisher
29,17,9/13/15,182,nursery,finisher
29,17,9/13/15,26,nursery,finisher
29,17,9/13/15,93,nursery,finisher
29,17,9/13/15,159,nursery,finisher
29,17,9/13/15,128,nursery,finisher
29,17,9/13/15,184,nursery,finisher
29,17,9/14/15,166,nursery,finisher
29,17,9/14/15,63,nursery,finisher
29,17,9/14/15,14,nursery,finisher
29,17,9/14/15,117,nursery,finisher
29,17,9/14/15,129,nursery,finisher
29,17,9/14/15,186,nursery,finisher
29,17,9/14/15,67,nursery,finisher
29,17,9/14/15,132,nursery,finisher
29,17,9/14/15,6,nursery,finisher
29,17,9/14/15,8,nursery,finisher
29,17,9/14/15,146,nursery,finisher
29,17,9/14/15,104,nursery,finisher
29,17,9/14/15,127,nursery,finisher
29,17,9/14/15,71,nursery,finisher
29,17,9/14/15,94,nursery,finisher
29,17,9/15/15,17,nursery,finisher
29,17,9/15/15,60,nursery,finisher
29,17,9/15/15,86,nursery,finisher
29,17,9/15/15,20,nursery,finisher
29,17,9/15/15,116,nursery,finisher
29,17,9/15/15,46,nursery,finisher
29,17,9/15/15,73,nursery,finisher
29,17,9/15/15,130,nursery,finisher
29,17,9/15/15,2,nursery,finisher
29,17,9/15/15,16,nursery,finisher
29,17,9/15/15,28,nursery,finisher
29,17,9/15/15,188,nursery,finisher
29,17,9/15/15,61,nursery,finisher
29,17,9/15/15,61,nursery,finisher
29,17,9/15/15,36,nursery,finisher
29,17,9/16/15,18,nursery,finisher
29,17,9/16/15,30,nursery,finisher
29,17,9/16/15,57,nursery,finisher
29,17,9/16/15,119,nursery,finisher
29,17,9/16/15,157,nursery,finisher
29,17,9/16/15,98,nursery,finisher
29,17,9/16/15,9,nursery,finisher
29,17,9/16/15,9,nursery,finisher
29,17,9/16/15,143,nursery,finisher
29,8,9/16/15,140,nursery,sow farm
29,17,9/16/15,135,nursery,finisher
29,17,9/16/15,122,nursery,finisher
29,17,9/16/15,170,nursery,finisher
29,17,9/17/15,65,nursery,finisher
29,17,9/17/15,74,nursery,finisher
29,17,9/17/15,95,nursery,finisher
29,17,9/17/15,31,nursery,finisher
29,17,9/17/15,185,nursery,finisher
29,17,9/17/15,160,nursery,finisher
29,17,9/17/15,110,nursery,finisher
29,17,9/17/15,95,nursery,finisher
29,17,9/17/15,183,nursery,finisher
29,17,9/17/15,175,nursery,finisher
29,17,9/17/15,100,nursery,finisher
29,8,9/17/15,26,nursery,sow farm
29,17,9/17/15,157,nursery,finisher
29,17,9/17/15,184,nursery,finisher
29,17,9/17/15,187,nursery,finisher
29,8,9/17/15,29,nursery,sow farm
29,17,9/17/15,190,nursery,finisher
29,8,9/17/15,143,nursery,sow farm
29,17,9/17/15,57,nursery,finisher
29,8,9/17/15,36,nursery,sow farm
29,17,9/17/15,61,nursery,finisher
29,8,9/17/15,193,nursery,sow farm
29,17,9/17/15,126,nursery,finisher
29,17,9/18/15,70,nursery,finisher
29,17,9/18/15,149,nursery,finisher
29,17,9/18/15,119,nursery,finisher
29,17,9/18/15,192,nursery,finisher
29,17,9/18/15,3,nursery,finisher
29,17,9/18/15,134,nursery,finisher
29,17,9/18/15,162,nursery,finisher
29,17,9/18/15,164,nursery,finisher
29,8,9/18/15,153,nursery,sow farm
29,17,9/18/15,86,nursery,finisher
29,8,9/18/15,99,nursery,sow farm
29,17,9/18/15,145,nursery,finisher
29,17,9/18/15,68,nursery,finisher
29,17,9/18/15,148,nursery,finisher
29,17,9/18/15,12,nursery,finisher
29,17,9/18/15,143,nursery,finisher
29,17,9/18/15,70,nursery,finisher
29,17,9/18/15,57,nursery,finisher
29,17,9/18/15,141,nursery,finisher
29,17,9/18/15,10,nursery,finisher
29,17,9/19/15,38,nursery,finisher
29,17,9/19/15,63,nursery,finisher
29,17,9/19/15,44,nursery,finisher
29,17,9/19/15,83,nursery,finisher
29,17,9/19/15,17,nursery,finisher
29,17,9/19/15,24,nursery,finisher
29,17,9/19/15,69,nursery,finisher
29,17,9/19/15,86,nursery,finisher
29,17,9/19/15,181,nursery,finisher
29,17,9/19/15,1,nursery,finisher
29,17,9/19/15,94,nursery,finisher
29,17,9/19/15,7,nursery,finisher
29,17,9/19/15,191,nursery,finisher
29,17,9/19/15,141,nursery,finisher
29,17,9/19/15,3,nursery,finisher
29,17,9/19/15,42,nursery,finisher
29,17,9/20/15,30,nursery,finisher
29,17,9/20/15,192,nursery,finisher
29,17,9/20/15,104,nursery,finisher
29,17,9/20/15,108,nursery,finisher
29,17,9/20/15,126,nursery,finisher
29,17,9/20/15,190,nursery,finisher
29,17,9/20/15,106,nursery,finisher
29,17,9/20/15,106,nursery,finisher
29,17,9/20/15,174,nursery,finisher
29,17,9/20/15,70,nursery,finisher
29,17,9/20/15,52,nursery,finisher
29,17,9/20/15,127,nursery,finisher
29,17,9/20/15,1,nursery,finisher
29,17,9/21/15,95,nursery,finisher
29,17,9/21/15,68,nursery,finisher
29,17,9/21/15,33,nursery,finisher
29,17,9/21/15,14,nursery,finisher
29,17,9/21/15,21,nursery,finisher
29,17,9/21/15,89,nursery,finisher
29,17,9/21/15,92,nursery,finisher
29,17,9/21/15,162,nursery,finisher
29,17,9/21/15,129,nursery,finisher
29,17,9/21/15,110,nursery,finisher
29,17,9/21/15,53,nursery,finisher
29,17,9/21/15,145,nursery,finisher
29,17,9/21/15,126,nursery,finisher
29,17,9/21/15,84,nursery,finisher
29,17,9/21/15,152,nursery,finisher
29,17,9/21/15,170,nursery,finisher
29,17,9/22/15,13,nursery,finisher
29,2,9/22/15,44,nursery,sow farm
29,17,9/22/15,188,nursery,finisher
29,17,9/22/15,183,nursery,finisher
29,17,9/22/15,19,nursery,finisher
29,17,9/22/15,3,nursery,finisher
29,17,9/22/15,23,nursery,finisher
29,17,9/22/15,72,nursery,finisher
29,17,9/22/15,159,nursery,finisher
29,17,9/22/15,30,nursery,finisher
29,17,9/22/15,104,nursery,finisher
29,17,9/22/15,175,nursery,finisher
29,17,9/22/15,44,nursery,finisher
29,17,9/22/15,95,nursery,finisher
29,17,9/22/15,130,nursery,finisher
29,17,9/22/15,142,nursery,finisher
29,17,9/22/15,199,nursery,finisher
29,17,9/22/15,36,nursery,finisher
29,17,9/22/15,102,nursery,finisher
29,17,9/22/15,166,nursery,finisher
29,17,9/23/15,10,nursery,finisher
29,17,9/23/15,45,nursery,finisher
29,17,9/23/15,114,nursery,finisher
29,17,9/23/15,175,nursery,finisher
29,17,9/23/15,150,nursery,finisher
29,17,9/23/15,86,nursery,finisher
29,17,9/23/15,169,nursery,finisher
29,17,9/23/15,128,nursery,finisher
29,17,9/23/15,69,nursery,finisher
29,17,9/23/15,9,nursery,finisher
29,17,9/23/15,47,nursery,finisher
29,17,9/23/15,159,nursery,finisher
29,17,9/23/15,49,nursery,finisher
29,17,9/23/15,62,nursery,finisher
29,17,9/23/15,13,nursery,finisher
29,17,9/23/15,128,nursery,finisher
29,17,9/24/15,68,nursery,finisher
29,17,9/24/15,44,nursery,finisher
29,17,9/24/15,10,nursery,finisher
29,17,9/24/15,138,nursery,finisher
29,17,9/24/15,153,nursery,finisher
29,17,9/24/15,12,nursery,finisher
29,17,9/24/15,158,nursery,finisher
29,17,9/24/15,125,nursery,finisher
29,17,9/24/15,111,nursery,finisher
29,17,9/24/15,41,nursery,finisher
29,17,9/24/15,73,nursery,finisher
29,17,9/24/15,179,nursery,finisher
29,17,9/24/15,52,nursery,finisher
29,17,9/24/15,174,nursery,finisher
29,17,9/24/15,15,nursery,finisher
29,17,9/24/15,35,nursery,finisher
29,17,9/24/15,25,nursery,finisher
29,17,9/24/15,38,nursery,finisher
29,17,9/24/15,119,nursery,finisher
29,17,9/24/15,49,nursery,finisher
29,17,9/25/15,41,nursery,finisher
29,17,9/25/15,123,nursery,finisher
29,17,9/25/15,200,nursery,finisher
29,17,9/25/15,103,nursery,finisher
29,17,9/25/15,180,nursery,finisher
29,17,9/25/15,132,nursery,finisher
29,17,9/25/15,138,nursery,finisher
29,17,9/25/15,29,nursery,finisher
29,17,9/25/15,33,nursery,finisher
29,17,9/25/15,186,nursery,finisher
29,17,9/25/15,79,nursery,finisher
29,17,9/25/15,25,nursery,finisher
29,17,9/25/15,63,nursery,finisher
29,17,9/25/15,57,nursery,finisher
29,17,9/26/15,192,nursery,finisher
29,17,9/27/15,131,nursery,finisher
29,17,9/27/15,171,nursery,finisher
29,17,9/27/15,192,nursery,finisher
29,17,9/27/15,187,nursery,finisher
29,17,9/27/15,69,nursery,finisher
29,17,9/27/15,63,nursery,finisher
29,17,9/27/15,54,nursery,finisher
29,17,9/27/15,47,nursery,finisher
29,17,9/27/15,140,nursery,finisher
29,17,9/28/15,92,nursery,finisher
29,17,9/28/15,161,nursery,finisher
29,17,9/28/15,172,nursery,finisher
29,17,9/28/15,123,nursery,finisher
29,17,9/28/15,63,nursery,finisher
29,17,9/28/15,163,nursery,finisher
29,17,9/28/15,97,nursery,finisher
29,17,9/28/15,184,nursery,finisher
29,17,9/28/15,36,nursery,finisher
29,17,9/28/15,185,nursery,finisher
29,17,9/28/15,173,nursery,finisher
29,17,9/28/15,193,nursery,finisher
29,17,9/28/15,107,nursery,finisher
29,17,9/28/15,180,nursery,finisher
29,17,9/29/15,63,nursery,finisher
29,17,9/29/15,2,nursery,finisher
29,17,9/29/15,197,nursery,finisher
29,17,9/29/15,79,nursery,finisher
29,17,9/29/15,15,nursery,finisher
29,17,9/29/15,2,nursery,finisher
29,17,9/29/15,14,nursery,finisher
29,17,9/29/15,7,nursery,finisher
29,17,9/29/15,165,nursery,finisher
29,17,9/29/15,56,nursery,finisher
29,17,9/29/15,108,nursery,finisher
29,17,9/29/15,193,nursery,finisher
29,17,9/29/15,105,nursery,finisher
29,17,9/29/15,3,nursery,finisher
29,17,9/29/15,139,nursery,finisher
29,17,9/29/15,149,nursery,finisher
29,17,9/30/15,192,nursery,finisher
29,17,9/30/15,96,nursery,finisher
29,17,9/30/15,98,nursery,finisher
29,17,9/30/15,85,nursery,finisher
29,17,9/30/15,42,nursery,finisher
29,17,9/30/15,20,nursery,finisher
29,17,9/30/15,195,nursery,finisher
29,17,9/30/15,122,nursery,finisher
29,17,9/30/15,146,nursery,finisher
29,17,9/30/15,134,nursery,finisher
29,17,9/30/15,31,nursery,finisher
29,17,9/30/15,177,nursery,finisher
29,17,9/30/15,63,nursery,finisher
29,17,9/30/15,50,nursery,finisher
29,17,9/30/15,154,nursery,finisher
29,17,9/30/15,171,nursery,finisher
29,17,9/30/15,132,nursery,finisher
29,17,9/30/15,89,nursery,finisher
29,17,9/30/15,75,nursery,finisher
29,17,9/30/15,43,nursery,finisher
29,17,9/30/15,74,nursery,finisher
29,17,9/30/15,115,nursery,finisher
29,17,9/30/15,120,nursery,finisher
29,17,11/4/15,126,nursery,finisher
29,17,11/4/15,143,nursery,finisher
29,17,11/4/15,87,nursery,finisher
29,17,11/4/15,124,nursery,finisher
29,17,11/4/15,161,nursery,finisher
29,17,11/4/15,182,nursery,finisher
29,17,11/4/15,40,nursery,finisher
29,17,11/4/15,137,nursery,finisher
29,17,11/4/15,25,nursery,finisher
29,17,11/4/15,38,nursery,finisher
29,17,11/4/15,131,nursery,finisher
30,17,8/24/15,142,nursery,finisher
30,17,8/24/15,40,nursery,finisher
30,17,8/24/15,82,nursery,finisher
30,17,8/24/15,92,nursery,finisher
30,17,8/24/15,92,nursery,finisher
30,17,8/24/15,133,nursery,finisher
30,17,8/24/15,137,nursery,finisher
30,17,8/24/15,171,nursery,finisher
30,8,8/25/15,40,nursery,sow farm
30,8,8/25/15,110,nursery,sow farm
30,17,8/25/15,147,nursery,finisher
30,17,8/25/15,87,nursery,finisher
31,7,9/4/15,7,GDU,GDU
31,1,9/10/15,63,GDU,sow farm
31,1,9/10/15,146,GDU,sow farm
31,8,9/10/15,110,GDU,sow farm
31,4,9/14/15,44,GDU,sow farm
31,7,9/15/15,51,GDU,GDU
31,7,9/17/15,69,GDU,GDU
31,7,9/19/15,34,GDU,GDU
31,7,9/19/15,121,GDU,GDU
31,7,9/19/15,137,GDU,GDU
31,7,9/20/15,170,GDU,GDU
31,7,9/20/15,181,GDU,GDU
31,7,9/20/15,175,GDU,GDU
31,7,9/20/15,185,GDU,GDU
31,7,9/21/15,176,GDU,GDU
31,7,9/22/15,100,GDU,GDU
31,7,9/22/15,35,GDU,GDU
31,7,9/22/15,196,GDU,GDU
31,7,9/22/15,177,GDU,GDU
31,7,9/23/15,57,GDU,GDU
31,7,9/23/15,14,GDU,GDU
31,7,9/24/15,133,GDU,GDU
31,7,9/24/15,67,GDU,GDU
31,7,9/24/15,77,GDU,GDU
31,7,9/24/15,101,GDU,GDU
31,7,9/24/15,162,GDU,GDU
31,7,9/24/15,63,GDU,GDU
31,7,9/24/15,25,GDU,GDU
31,7,9/24/15,59,GDU,GDU
31,7,9/24/15,68,GDU,GDU
31,7,9/24/15,160,GDU,GDU
31,7,9/24/15,115,GDU,GDU
31,7,9/24/15,67,GDU,GDU
31,7,9/25/15,93,GDU,GDU
31,1,9/25/15,148,GDU,sow farm
31,4,9/26/15,22,GDU,sow farm
31,1,9/29/15,149,GDU,sow farm
31,19,11/6/15,120,GDU,sow farm
31,17,11/6/15,137,GDU,finisher
31,19,11/6/15,166,GDU,sow farm
31,17,11/6/15,74,GDU,finisher
31,17,11/12/15,98,GDU,finisher
31,17,11/12/15,159,GDU,finisher
31,17,11/12/15,73,GDU,finisher
31,17,11/23/15,172,GDU,finisher
31,17,11/23/15,196,GDU,finisher
31,17,11/23/15,120,GDU,finisher
31,17,11/24/15,47,GDU,finisher
31,17,11/24/15,96,GDU,finisher
31,17,11/24/15,44,GDU,finisher
31,17,11/24/15,48,GDU,finisher
31,17,11/25/15,32,GDU,finisher
31,17,11/25/15,93,GDU,finisher
31,17,11/25/15,89,GDU,finisher
31,17,11/26/15,178,GDU,finisher
31,17,11/28/15,117,GDU,finisher
31,17,11/28/15,158,GDU,finisher
31,17,11/28/15,183,GDU,finisher
31,17,11/28/15,162,GDU,finisher
31,17,11/28/15,53,GDU,finisher
31,17,11/28/15,134,GDU,finisher
31,17,11/28/15,82,GDU,finisher
31,19,11/29/15,131,GDU,sow farm
31,19,11/29/15,109,GDU,sow farm
31,17,11/29/15,39,GDU,finisher
31,19,12/8/15,142,GDU,sow farm
31,19,12/8/15,192,GDU,sow farm
31,19,12/8/15,70,GDU,sow farm
31,19,12/13/15,131,GDU,sow farm
31,17,12/13/15,2,GDU,finisher
31,19,12/19/15,97,GDU,sow farm
31,19,12/19/15,89,GDU,sow farm
31,17,12/19/15,4,GDU,finisher
31,17,12/19/15,40,GDU,finisher
31,17,12/19/15,160,GDU,finisher
31,17,12/20/15,184,GDU,finisher
31,8,3/31/16,160,GDU,sow farm
31,8,5/21/16,41,GDU,sow farm
31,8,5/21/16,164,GDU,sow farm
31,8,5/21/16,47,GDU,sow farm
31,8,5/21/16,93,GDU,sow farm
31,8,5/21/16,186,GDU,sow farm
31,8,5/21/16,114,GDU,sow farm
31,8,6/7/16,141,GDU,sow farm
31,8,6/7/16,78,GDU,sow farm
31,8,6/7/16,151,GDU,sow farm
31,8,6/10/16,80,GDU,sow farm
31,8,6/10/16,186,GDU,sow farm
31,8,6/10/16,92,GDU,sow farm
31,8,6/14/16,192,GDU,sow farm
31,8,6/14/16,68,GDU,sow farm
31,8,6/24/16,67,GDU,sow farm
31,8,6/24/16,24,GDU,sow farm
31,8,6/24/16,52,GDU,sow farm
31,8,6/25/16,43,GDU,sow farm
31,8,6/25/16,98,GDU,sow farm
31,8,6/25/16,64,GDU,sow farm
31,8,6/25/16,163,GDU,sow farm
31,8,6/25/16,141,GDU,sow farm
31,8,6/25/16,189,GDU,sow farm
31,8,6/25/16,99,GDU,sow farm
19,14,11/4/15,73,sow farm,nursery
19,14,11/4/15,136,sow farm,nursery
19,14,11/4/15,145,sow farm,nursery
19,14,11/4/15,70,sow farm,nursery
19,14,11/4/15,144,sow farm,nursery
19,14,11/4/15,102,sow farm,nursery
19,14,11/4/15,163,sow farm,nursery
19,14,11/4/15,67,sow farm,nursery
19,14,11/4/15,68,sow farm,nursery
19,1,11/4/15,39,sow farm,sow farm
19,14,11/4/15,149,sow farm,nursery
19,14,11/4/15,83,sow farm,nursery
19,14,11/4/15,175,sow farm,nursery
19,14,11/4/15,115,sow farm,nursery
19,14,11/4/15,29,sow farm,nursery
19,1,11/4/15,163,sow farm,sow farm
19,14,11/4/15,30,sow farm,nursery
19,14,11/4/15,169,sow farm,nursery
19,14,11/4/15,154,sow farm,nursery
19,14,11/4/15,186,sow farm,nursery
19,14,11/4/15,27,sow farm,nursery
19,14,11/4/15,15,sow farm,nursery
19,14,11/5/15,60,sow farm,nursery
19,14,11/5/15,55,sow farm,nursery
19,14,11/5/15,185,sow farm,nursery
19,14,11/5/15,35,sow farm,nursery
19,14,11/5/15,166,sow farm,nursery
19,14,11/5/15,8,sow farm,nursery
19,14,11/5/15,25,sow farm,nursery
19,14,11/5/15,99,sow farm,nursery
19,14,11/5/15,197,sow farm,nursery
19,17,11/6/15,72,sow farm,finisher
19,17,11/6/15,117,sow farm,finisher
19,17,11/6/15,181,sow farm,finisher
19,17,11/6/15,28,sow farm,finisher
19,17,11/6/15,13,sow farm,finisher
19,17,11/6/15,184,sow farm,finisher
19,17,11/6/15,54,sow farm,finisher
19,17,11/6/15,41,sow farm,finisher
19,17,11/6/15,11,sow farm,finisher
19,17,11/7/15,35,sow farm,finisher
19,17,11/7/15,72,sow farm,finisher
19,17,11/7/15,151,sow farm,finisher
19,17,11/7/15,146,sow farm,finisher
19,17,11/7/15,23,sow farm,finisher
19,17,11/7/15,193,sow farm,finisher
19,17,11/7/15,160,sow farm,finisher
19,17,11/7/15,7,sow farm,finisher
19,17,11/7/15,138,sow farm,finisher
19,17,11/7/15,60,sow farm,finisher
19,17,11/7/15,195,sow farm,finisher
19,17,11/8/15,6,sow farm,finisher
19,17,11/8/15,59,sow farm,finisher
19,17,11/8/15,135,sow farm,finisher
19,17,11/8/15,136,sow farm,finisher
19,17,11/8/15,8,sow farm,finisher
19,17,11/8/15,104,sow farm,finisher
19,17,11/8/15,158,sow farm,finisher
19,17,11/8/15,139,sow farm,finisher
19,17,11/8/15,13,sow farm,finisher
19,17,11/8/15,85,sow farm,finisher
19,17,11/8/15,101,sow farm,finisher
19,17,11/9/15,100,sow farm,finisher
19,17,11/9/15,79,sow farm,finisher
19,17,11/9/15,99,sow farm,finisher
19,17,11/9/15,186,sow farm,finisher
19,17,11/9/15,2,sow farm,finisher
19,17,11/10/15,9,sow farm,finisher
19,17,11/10/15,17,sow farm,finisher
19,17,11/10/15,162,sow farm,finisher
19,17,11/10/15,143,sow farm,finisher
19,17,11/10/15,117,sow farm,finisher
19,17,11/10/15,108,sow farm,finisher
19,17,11/10/15,108,sow farm,finisher
19,14,11/10/15,105,sow farm,nursery
19,14,11/10/15,66,sow farm,nursery
19,14,11/10/15,59,sow farm,nursery
19,14,11/10/15,196,sow farm,nursery
19,14,11/10/15,124,sow farm,nursery
19,14,11/10/15,42,sow farm,nursery
19,14,11/10/15,143,sow farm,nursery
19,14,11/10/15,92,sow farm,nursery
19,14,11/11/15,169,sow farm,nursery
19,14,11/11/15,11,sow farm,nursery
19,14,11/11/15,124,sow farm,nursery
19,14,11/11/15,121,sow farm,nursery
19,14,11/11/15,184,sow farm,nursery
19,14,11/11/15,65,sow farm,nursery
19,14,11/11/15,155,sow farm,nursery
19,14,11/11/15,97,sow farm,nursery
19,14,11/11/15,197,sow farm,nursery
19,14,11/11/15,113,sow farm,nursery
19,14,11/11/15,120,sow farm,nursery
19,14,11/11/15,92,sow farm,nursery
19,14,11/11/15,40,sow farm,nursery
19,14,11/11/15,75,sow farm,nursery
19,14,11/11/15,46,sow farm,nursery
19,14,11/12/15,76,sow farm,nursery
19,14,11/12/15,15,sow farm,nursery
19,14,11/12/15,76,sow farm,nursery
19,14,11/12/15,186,sow farm,nursery
19,14,11/12/15,167,sow farm,nursery
19,4,11/12/15,145,sow farm,sow farm
19,14,11/12/15,65,sow farm,nursery
19,14,11/12/15,53,sow farm,nursery
19,14,11/12/15,170,sow farm,nursery
19,14,11/12/15,114,sow farm,nursery
19,14,11/12/15,121,sow farm,nursery
19,17,11/12/15,194,sow farm,finisher
19,17,11/12/15,10,sow farm,finisher
19,17,11/12/15,124,sow farm,finisher
19,17,11/12/15,74,sow farm,finisher
19,17,11/12/15,175,sow farm,finisher
19,17,11/12/15,195,sow farm,finisher
19,17,11/13/15,52,sow farm,finisher
19,17,11/13/15,103,sow farm,finisher
19,17,11/13/15,192,sow farm,finisher
19,17,11/13/15,12,sow farm,finisher
19,17,11/13/15,124,sow farm,finisher
19,17,11/13/15,193,sow farm,finisher
19,17,11/13/15,39,sow farm,finisher
19,17,11/13/15,45,sow farm,finisher
19,17,11/13/15,100,sow farm,finisher
19,17,11/13/15,140,sow farm,finisher
19,17,11/13/15,108,sow farm,finisher
19,17,11/13/15,120,sow farm,finisher
19,17,11/13/15,133,sow farm,finisher
19,17,11/13/15,185,sow farm,finisher
19,17,11/13/15,24,sow farm,finisher
19,17,11/14/15,107,sow farm,finisher
19,17,11/14/15,20,sow farm,finisher
19,17,11/16/15,85,sow farm,finisher
19,17,11/17/15,151,sow farm,finisher
19,17,11/17/15,140,sow farm,finisher
19,17,11/17/15,62,sow farm,finisher
19,17,11/17/15,48,sow farm,finisher
19,17,11/17/15,73,sow farm,finisher
19,17,11/17/15,141,sow farm,finisher
19,17,11/17/15,153,sow farm,finisher
19,17,11/17/15,113,sow farm,finisher
19,17,11/17/15,75,sow farm,finisher
19,17,11/17/15,92,sow farm,finisher
19,17,11/17/15,156,sow farm,finisher
19,17,11/17/15,91,sow farm,finisher
19,17,11/18/15,109,sow farm,finisher
19,17,11/18/15,6,sow farm,finisher
19,17,11/18/15,46,sow farm,finisher
19,17,11/18/15,2,sow farm,finisher
19,17,11/18/15,120,sow farm,finisher
19,17,11/18/15,67,sow farm,finisher
19,17,11/18/15,87,sow farm,finisher
19,17,11/18/15,54,sow farm,finisher
19,17,11/20/15,64,sow farm,finisher
19,17,11/20/15,57,sow farm,finisher
19,17,11/20/15,30,sow farm,finisher
19,17,11/20/15,142,sow farm,finisher
19,17,11/20/15,38,sow farm,finisher
19,17,11/21/15,19,sow farm,finisher
19,17,11/21/15,37,sow farm,finisher
19,17,11/21/15,50,sow farm,finisher
19,17,11/23/15,191,sow farm,finisher
19,17,11/23/15,163,sow farm,finisher
19,17,11/23/15,136,sow farm,finisher
19,17,11/23/15,68,sow farm,finisher
19,17,11/24/15,141,sow farm,finisher
19,17,11/24/15,133,sow farm,finisher
19,17,11/25/15,77,sow farm,finisher
19,17,11/25/15,13,sow farm,finisher
19,17,11/25/15,180,sow farm,finisher
19,17,11/29/15,194,sow farm,finisher
19,17,11/29/15,48,sow farm,finisher
19,17,11/29/15,170,sow farm,finisher
19,17,11/29/15,159,sow farm,finisher
19,17,11/29/15,19,sow farm,finisher
19,17,11/29/15,172,sow farm,finisher
19,17,11/29/15,47,sow farm,finisher
19,17,12/1/15,95,sow farm,finisher
19,17,12/1/15,150,sow farm,finisher
19,17,12/1/15,21,sow farm,finisher
19,17,12/1/15,160,sow farm,finisher
19,17,12/1/15,77,sow farm,finisher
19,17,12/2/15,100,sow farm,finisher
19,17,12/2/15,170,sow farm,finisher
19,1,12/3/15,96,sow farm,sow farm
19,1,12/3/15,19,sow farm,sow farm
19,17,12/5/15,179,sow farm,finisher
19,17,12/5/15,26,sow farm,finisher
19,17,12/8/15,23,sow farm,finisher
19,17,12/8/15,129,sow farm,finisher
19,17,12/9/15,1,sow farm,finisher
19,17,12/9/15,136,sow farm,finisher
19,17,12/9/15,111,sow farm,finisher
19,17,12/10/15,65,sow farm,finisher
19,17,12/10/15,154,sow farm,finisher
19,17,12/13/15,72,sow farm,finisher
19,17,12/13/15,87,sow farm,finisher
19,17,12/13/15,169,sow farm,finisher
19,17,12/13/15,40,sow farm,finisher
19,17,12/13/15,91,sow farm,finisher
19,17,12/13/15,46,sow farm,finisher
19,17,12/14/15,109,sow farm,finisher
19,17,12/14/15,151,sow farm,finisher
19,17,12/14/15,139,sow farm,finisher
19,17,12/14/15,155,sow farm,finisher
19,17,12/14/15,146,sow farm,finisher
19,17,12/14/15,49,sow farm,finisher
19,17,12/14/15,135,sow farm,finisher
19,17,12/14/15,148,sow farm,finisher
19,17,12/14/15,35,sow farm,finisher
19,17,12/14/15,61,sow farm,finisher
19,17,12/14/15,124,sow farm,finisher
19,17,12/14/15,24,sow farm,finisher
19,17,12/14/15,121,sow farm,finisher
19,17,12/14/15,28,sow farm,finisher
19,17,12/15/15,162,sow farm,finisher
19,17,12/15/15,158,sow farm,finisher
19,17,12/15/15,74,sow farm,finisher
19,17,12/15/15,3,sow farm,finisher
19,17,12/15/15,7,sow farm,finisher
19,17,12/15/15,188,sow farm,finisher
19,17,12/15/15,47,sow farm,finisher
19,17,12/15/15,19,sow farm,finisher
19,17,12/15/15,7,sow farm,finisher
19,17,12/15/15,89,sow farm,finisher
19,17,12/15/15,17,sow farm,finisher
19,17,12/15/15,156,sow farm,finisher
19,17,12/15/15,107,sow farm,finisher
19,17,12/15/15,129,sow farm,finisher
19,17,12/15/15,15,sow farm,finisher
19,17,12/15/15,192,sow farm,finisher
19,17,12/16/15,4,sow farm,finisher
19,17,12/16/15,191,sow farm,finisher
19,17,12/16/15,85,sow farm,finisher
19,17,12/16/15,162,sow farm,finisher
19,17,12/16/15,117,sow farm,finisher
19,17,12/16/15,81,sow farm,finisher
19,17,12/16/15,30,sow farm,finisher
19,17,12/16/15,182,sow farm,finisher
19,17,12/16/15,30,sow farm,finisher
19,17,12/16/15,5,sow farm,finisher
19,17,12/16/15,90,sow farm,finisher
19,17,12/16/15,46,sow farm,finisher
19,17,12/17/15,120,sow farm,finisher
19,17,12/17/15,168,sow farm,finisher
19,17,12/17/15,56,sow farm,finisher
19,17,12/17/15,17,sow farm,finisher
19,17,12/17/15,133,sow farm,finisher
19,17,12/17/15,56,sow farm,finisher
19,17,12/17/15,76,sow farm,finisher
19,17,12/18/15,180,sow farm,finisher
19,17,12/18/15,107,sow farm,finisher
19,17,12/18/15,188,sow farm,finisher
19,17,12/18/15,187,sow farm,finisher
19,17,12/19/15,130,sow farm,finisher
19,17,12/19/15,71,sow farm,finisher
19,17,12/20/15,88,sow farm,finisher
19,17,12/20/15,180,sow farm,finisher
19,17,12/20/15,148,sow farm,finisher
19,17,12/20/15,171,sow farm,finisher
19,17,12/20/15,36,sow farm,finisher
19,17,12/20/15,8,sow farm,finisher
19,17,12/20/15,79,sow farm,finisher
19,17,12/20/15,87,sow farm,finisher
19,17,12/21/15,147,sow farm,finisher
19,17,12/21/15,178,sow farm,finisher
19,17,12/21/15,144,sow farm,finisher
19,14,12/23/15,45,sow farm,nursery
19,17,12/23/15,166,sow farm,finisher
19,17,12/23/15,116,sow farm,finisher
19,17,12/24/15,174,sow farm,finisher
19,17,12/24/15,74,sow farm,finisher
19,17,12/24/15,38,sow farm,finisher
19,17,12/24/15,159,sow farm,finisher
19,17,12/24/15,61,sow farm,finisher
19,17,12/24/15,107,sow farm,finisher
19,17,12/24/15,72,sow farm,finisher
19,17,12/24/15,185,sow farm,finisher
19,17,12/24/15,155,sow farm,finisher
19,17,12/24/15,93,sow farm,finisher
19,17,12/25/15,51,sow farm,finisher
19,17,12/25/15,102,sow farm,finisher
19,17,12/25/15,80,sow farm,finisher
19,17,12/25/15,13,sow farm,finisher
19,17,12/25/15,39,sow farm,finisher
19,17,12/26/15,135,sow farm,finisher
